"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type","Provincia","Keyword"
"go-OiHRWCA6GcVmZ-ENAAAAAA==","google","https://ca.bebee.com/job/d3c9fd52b7ec645466a3e46229ffd760?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","","Senior Artificial Intelligence Program Manager","ATCO","Edmonton, AB","2025-04-02","","","","","","",False,"","","","","Joining ATCO means challenging the status quo. We are a stable, global company but we are not interested in business as usual. Our team thrives in a fast-paced environment with no shortage of challenges to embrace and initiatives to drive forward. To achieve this, your unique perspective and ideas will be trusted by peers and leadership.

Putting the work in allows us to feel pride in our work and find flexibility in achieving an optimal work life balance.
Senior AI and ML Program Manager

You will be responsible for overseeing the planning, execution, and delivery of Artificial Intelligence (AI) and Machine Learning (ML) projects that support ATCO's strategic goals. You will work closely with the Business Units and the Technology leads, data scientists, engineers, and analysts and will be the main point of contact for all AI/ML related projects.

You will work in a collaborative and diverse team environment and will advise on AI-based strategy and implementation work. With an enterprise-wide mandate, you will help establish internal policy for how the company implements responsible AI practices, enable our community of AI champions and shape norms and standards to advance responsible AI for the benefit of ATCO and our customers.
Your Key Responsibilities:
• Manage solution delivery through upfront strategy, use case selection, process design, business case development, solution build, solution testing, and post-go live support.
• Establish policy and best practices for AI and ML implementation, with ongoing revision/maintenance.
• Shape norms and standards to advance responsible AI for the benefit of ATCO and our customers.
• Partner with the various Business Units to provide internal consulting and assessment of high-impact AI use cases.
• Evaluate AI-driven products to assess risks, define requirements, develop strategic initiatives, manage sensitive use case management programs and processes, and socialize policies that support ATCO's ability to develop and deploy AI systems safely and responsibly.
• Help administer, maintain, and improve our tools, systems, and processes to maximize impact and efficiency.
• Partner with policy, research, sales, and engineering stakeholders to rapidly adjust to the changing AI and policy landscape and drive new requirements across service towers and business units.
About You:
• Bachelor's degree in computer science, Information Technology, or a related field.
• + years of experience in end-to-end Artificial Intelligence & Machine Learning solutions, Solution Design and Architecture, Process Automation.
• + years of work experience in program management, engineering, software development, research, technology, or related area.
• Deep analytical, technical, and complex problem-solving skills with knowledge of optimization methods, statistical analysis, and advanced mathematical modeling techniques.
• An understanding of business processes, system integration, change management, and user experience methodology.
• Experience using analytics and metrics to assess performance and identify and quantify improvement opportunities.
• Experience in Agile methodology to deliver large-scale enterprise solutions.
• Ability to communicate mathematical, technical, or software usage concepts to audiences with limited background/knowledge on the subject.
About ATCO:
• A culture based on caring, integrity, agility, collaboration, and striving for excellence.
• Competitive compensation.
• Flex benefits.
• Tuition assistance program.
• Training and mentorship programs.
• Charitable donation matching.","","","","","","","","","","","","","","","Alberta","Machine Learning"
"go-tZVCggEr3uEKrZPPAAAAAA==","google","https://ca.trabajo.org/job-3051-710f7b65b744f17f6307dfb88a9e55f9?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","","Machine Learning Engineer Trainee","AltaML Inc.","Edmonton, AB","2025-03-31","","","","","","",False,"","","","","Job Summary
\\

As an Associate Machine Learning Developer, you will work on public sector ML projects and deliver real solutions to our Public Sector Partners. Your primary responsibility will be to work with multiple tools and gain experience in multiple AI/ML and data processing fields.
\\

Responsibilities
\\

You will participate in team planning sessions and educational presentations, review the data to understand its overall scope and structure, identify the right metric to measure the success of the model and project, and work in teams to pre-process the data for analysis and model development. You will uncover trends, insights, and key features to help guide where ML solutions can be applied, develop models around the available data and suggested set of problems, and for viable use cases develop proof of concept working models.
\\

Requirements
\\

To be successful in this role, you will need to have a strong foundation in Python and data science libraries/packages such as pandas, scikit-learn, matplotlib. You should also have a good understanding of Machine Learning and software development concepts. This role is based in Canada and will require you to occasionally work out of one of our offices in either Edmonton, Calgary, Toronto, and/or Waterloo.","","","","","","","","","","","","","","","Alberta","Machine Learning"
"go-W4q5X-aGCdAYfUelAAAAAA==","google","https://ca.linkedin.com/jobs/view/ai-engineer-cons-sr-cons-at-avanade-4185930181?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","","AI Engineer, Cons/ Sr Cons","Avanade","Edmonton, AB","2025-03-26","","","","","","",False,"","","","","Avanade’s AI Engineer role is responsible for developing scalable AI solutions aligned to a business strategy and benefits case. The role will be to work as part of a team to impact real world problems by delivering technical AI work. To be successful in this role you will need to be passionate about Data & AI, a continuous learner, and a strong team player.

Come join us

As an AI Engineer, you will be based in Avanade’s AI Studio and will help clients understand and extract insight and value from their data using Machine Learning and AI techniques. Working as part of a team, you will be involved in all phases of analytics projects including question formulation, design, research and development, implementation, and testing. This role will explore and understand data and build advanced solutions that could be predictive, prescriptive, or optimize.

Skills And Experiences

Skills and experiences:
• Demonstrable professional experience with applying Machine Learning, analysis, and modeling of large scale and complex data sets in Industry scenarios.
• Highly skilled in statistical analysis, quantitative analytics, forecasting/predictive analytics, simulation and optimization algorithms.
• Proficient in one or more statistical modeling tools and Cognitive analytics like text analytics, image recognition, video analytics etc.- proficient in model identification by use case/industry and knowledge of applying models to enterprise use cases.
• Highly proficient with two or more languages, such as Python, PySpark, R, SQL, etc. and tools like Databricks, Azure ML and Azure Cognitive Services
• Software engineering experience using DevOps principals (Knowledge of DevOps workflows, Git, containers, CICD, etc.)
• Good communication and presentation skills. Able to explain complex analytical methodologies and concepts in non-technical language to audiences at multiple skill levels.
• Bonus Skills: Preference for prior experience working with Azure or cloud-based technologies such as AWS or GCP but not required.
• Ability to obtain a Canadian reliability security clearance
• Ability to communicate in both written and spoken English & French is nice to have, but not required for this role

About You

About you:
• You likely possess a degree in Applied Mathematics, Statistics, Analytics, Economics/Econometrics, Engineering or another relevant field in the industry. An equivalent combination of education and experience will also suffice.
• You likely have about 2-3 years of demonstrable experience across the advanced analytics space, preferably in a consulting environment or a combination of experience and relevant education.

What You'll Do

What you'll do:
• Customer onboarding, nominations, and vetting processes
• Proof of Concept design, lab scheduling, and monitoring of overall governance of AI Studio
• Provide Studio tours, manage demo showcase, and process improvements
• Conduct customer satisfaction surveys and share key learnings, run customer engagement reports and project retrospective reports as well as provide Studio summary for customer & logging product bugs with engineering team
• Produce innovative solutions for Avanade's clients driven by exploratory data analysis from complex and high-dimensional datasets, both structured and unstructured, applying advanced statistical, machine-learning and AI techniques.
• Use a flexible, analytical approach to design, develop, and evaluate predictive models and advanced algorithms that lead to optimal value extraction from the data.
• Communicate insights and deliver plans that steer business strategy and decision-making for one or more business segments.

Learn more

Learn More

To learn more about the types of projects our Analytics team works on check out these case studies:
• thyssenkrupp Materials Services uses data to help strike a delicate operational balance
• What matters to SSE Renewables is innovating for a sustainable future

Interested in knowing what’s going on inside Avanade? Check out our blogs:
• Avanade Insights – exchange ideas that drive tomorrow’s innovation
• Inside Avanade – explore what life is like working at Avanade

Enjoy your career

Some of the best things about working at Avanade 
• Opportunity to work for Microsoft’s Global Alliance Partner of the Year (14 years in a row), with exceptional development and training (minimum 80 hours per year for training and paid certifications)  
• Real-time access to technical and skilled resources globally  
• Dedicated career advisor to encourage your growth 
• Engaged and helpful coworkers genuinely interested in you  

  

Find out more about some of our benefits Employee Benefits at Avanade | Avanade

A great place to work

As you bring your skills and abilities to Avanade, you’ll get distinctive experiences, limitless learning, and ambitious growth in return. As we continue to build our diverse and inclusive culture, we become even more innovative and creative, helping us better serve our clients and communities. You’ll join a community of smart, supportive collaborators to lift, mentor, and guide you, and to lean on your expertise. You get a company purpose-built for business-critical, leading-edge technology solutions, committed to improving the way humans work, interact, and live. It’s all here, so take a closer look!

We work hard to provide an inclusive, diverse culture with a deep sense of belonging for all our employees. Visit our Inclusion & Diversity page. 

 

Create a future for our people that focuses on 
• Expanding your thinking  
• Experimenting courageously  
• Learning and pivoting 

  

Inspire greatness in our people by 
• Empowering every voice  
• Encouraging boldness  
• Celebrating progress  

  

Accelerate the impact of our people by 
• Amazing the client  
• Prioritizing what matters   
• Acting as one","","","","","","","","","","","","","","","Alberta","Machine Learning"
"go-5q2MXBOEWTRVO6UMAAAAAA==","google","https://ca.trabajo.org/job-3051-c81f9ad1fccdb362ca7743d20d5f34ad?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","","AI Enablement Lead","Intello Technologies Inc.","Calgary, AB","2025-03-26","","","","","","",False,"","","","","About the Opportunity

This is an exciting opportunity to join the TELUS Consumer Solutions (TCS) Strategy & Planning team as a Senior Business Intelligence Leader.
Team Overview

The team is responsible for driving medium to long-term strategic initiatives across all levels of the organization, working closely with the TCS leadership team.

The team's goal is to develop and implement plans for responsible AI adoption, fostering AI maturity with measurable improvements.
Key Deliverables
• Develop and implement plans for responsible AI adoption, fostering AI maturity with measurable improvements
• Lead AI initiatives within TCS, from implementation strategy to developing predictive models and AI-driven business solutions
• Champion AI adoption and innovation while ensuring alignment with financial planning objectives
Requirements
• Collaborative leadership style, creating an inclusive environment at all organizational levels
• Ability to navigate ambiguity and structure effective solutions for cross-functional stakeholders
• Strong problem-solving skills with a structured approach","","","","","","","","","","","","","","","Alberta","Machine Learning"
"go-ayT3yYjG-jgDiSwnAAAAAA==","google","https://ca.bebee.com/job/f524eaf0835e0a7d22477dcd29167de0?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","","AI Enablement Lead - Center of Excellence","Intello Technologies Inc.","Calgary, AB","2025-03-23","","","","","","",False,"","","","","About the Opportunity

This is an exciting opportunity to join the TELUS Consumer Solutions (TCS) Strategy & Planning team as a Senior Business Intelligence Leader.
Team Overview

The team is responsible for driving medium to long-term strategic initiatives across all levels of the organization, working closely with the TCS leadership team.

The team's goal is to develop and implement plans for responsible AI adoption, fostering AI maturity with measurable improvements.
Key Deliverables
• Develop and implement plans for responsible AI adoption, fostering AI maturity with measurable improvements
• Lead AI initiatives within TCS, from implementation strategy to developing predictive models and AI-driven business solutions
• Champion AI adoption and innovation while ensuring alignment with financial planning objectives
Requirements
• Collaborative leadership style, creating an inclusive environment at all organizational levels
• Ability to navigate ambiguity and structure effective solutions for cross-functional stakeholders
• Strong problem-solving skills with a structured approach","","","","","","","","","","","","","","","Alberta","Machine Learning"
"go-FM2bNgDF7VpwR8QeAAAAAA==","google","https://ca.bebee.com/job/6b443b8ded6e8d0dac61aa5dc41cff27?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","","Data Science Lead","T-Net British Columbia","Calgary, AB","2025-03-22","","","","","","",False,"","","","","About Us:

T-Net British Columbia is a thriving technology network dedicated to innovation and growth. We are proud to have an exceptional team dedicated to transforming the legal experience for all. Within our engineering department, our mission is to deliver outstanding solutions that empower and delight our customers.

The Role:

We are currently seeking a Senior Machine Learning Engineer to join our rapidly growing engineering team. This role is for someone who is passionate about building innovative solutions and being exposed to new challenges and technologies while making an impact. This role is available to candidates across Canada and the US.

Job Description:

This role involves designing and implementing sophisticated machine learning algorithms to improve Clio's customers' experiences. You will collaborate with cross-functional teams to identify new ML-driven features, create LLMs-based solutions, and work in an agile environment with our team of machine learning engineers, MLOps engineering, and full-stack developers.

Responsibilities:
• Develop advanced machine learning models using structured and unstructured data to improve Clio's customer experience.
• Create LLMs-based solutions to help Clio's clients save time and create efficiencies.
• Cross-functionally collaborate with engineering, product management, operations, and data science to identify new ML-driven features for Clio customers.
• Work in an agile environment with our team of machine learning engineers, MLOps engineering, and full-stack developers across a variety of projects.

Qualifications:
• Hands-on experience in model development, particularly with traditional machine learning, NLP, and transformer-based models.
• Proficiency in data manipulation, cleaning, and preprocessing for complex unstructured datasets.
• Experience working with open-source LLM foundation models and APIs for commercial LLMs, such as ChatGPT or Gemini.
• A proven ability to quickly learn new technologies and adapt to a dynamic, fast-paced environment with distributed teams and customers.
• A portfolio of past projects showcasing your successes, challenges, and growth as a machine learning expert.
• Exceptional communication skills and the ability to build trust with both internal teams and external customers.
• Demonstrated success in mentorship in software development, particularly using an Agile process and with large-scale SaaS products.
• A strong desire to continuously learn, challenge yourself, and refine your craft as a machine learning engineer.

Benefits:
• Competitive salary with top-tier health benefits, dental, and vision insurance.
• Hybrid work environment, with expectation for local Clions to be in office at least once per week on our Anchor Day.
• Flexible time off policy, with an encouraged 20 days off per year.
• RRSP matching and RESP contribution.
• Clioversary recognition program with special acknowledgement at 3, 5, 7, and 10 years.

Our Culture:

Clio is more than just a tech company - we are a global leader transforming the legal experience for all by bettering the lives of legal professionals while increasing access to justice. Our mission is to deliver outstanding solutions that empower and delight our customers. At T-Net British Columbia, we pride ourselves on building and fostering an environment where our teams feel included, valued, and enabled to do the best work of their careers.","","","","","","","","","","","","","","","Alberta","Machine Learning"
"go-yUVlAYVtSMM4kprHAAAAAA==","google","https://ca.trabajo.org/job-3051-ba6556088050dd1d79e0b2f7aa64ee98?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","","Data and AI Portfolio Lead","Randstad Canada","Edmonton, AB","2025-03-19","","","","","","",False,"","","","","Job Description

As a Project Manager, you will be responsible for delivering projects within the Data & AI (DnAI) and End-to-End Money Movement (E2EMM) Portfolio.

You will work closely with the Program Delivery team to successfully lead the delivery of End-to-End money movement and Data Quality projects.

Your key responsibilities will include:
• Providing expertise throughout all phases of the Solution Delivery Life Cycle (SDLC)
• Establishing and managing competing priorities
• Delivering complex projects
• Aligning stakeholders to achieve business outcomes

Key qualifications for this role include:
• Experience in Project Delivery, Planning & Steering, Work Plan Development, Tracking & Milestones, Stakeholder Management, Communication, Organization","","","","","","","","","","","","","","","Alberta","Machine Learning"
"go-Dg1Ow2VxUkSOsEqBAAAAAA==","google","https://ca.trabajo.org/job-3385-f9b49de0a248e8535f087294ee09f1ea?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","","Product & Performance Analyst","Alberta Machine Intelligence Institute","Edmonton, AB","2025-03-17","","","","","","",False,"","","","","Enjoy working with data and people, building scalable processes and dashboards, and approaching work through multiple stakeholder lenses.
- Have previous experience working with Asana and HubSpot, and a dream to automate everything

AI talent is core to the growth of the field and the future economy. If you’re interested in being part of the organization that unlocks this opportunity in Alberta, I would love to hear from you.”
- Warren Johnston - Product Owner, Talent
• *About the Role**

Reporting to the Product Owner, Talent, the Product & Performance Analyst serves as a key member of the Talent team in planning, executing and evaluating Amii's AI Career Accelerator programs.

In this role, you’ll work closely as a trusted advisor and collaborator to the Product Owner, Talent to tackle big challenges and turn ideas into plans, processes and recommendations by critically evaluating information and gathering data from multiple internal and external sources.

You will be called upon to use your strong business intuition to guide product analysis and process improvement by proactively communicating and collaborating with key stakeholders to achieve operational excellence. You will be required to lead hands-on execution of the set up and maintenance of product systems for success.

The role’s key accountabilities include:

- Analyze current-state processes and workflows for operational excellence within the AI Career Accelerator programs
- Oversee and manage the WILO Program (Work-Integrated Learning Opportunities embedded across Amii’s Product Teams)
- Lead Metrics Management & Reporting, with a focus on accreditation (certificates, and other resume-worthy credentials)
• *Required Skills / Expertise**
• *Key Responsibilities**:

- Analyze current-state processes and workflows for operational excellence within the AI Career Accelerator programs
- Oversee and manage the WILO Program (Work-Integrated Learning Opportunities embedded across Amii’s Product Teams)
- Lead Metrics Management & Reporting, with a focus on accreditation (certificates, and other resume-worthy credentials)
• *Required Qualifications**:

- Post-secondary degree or equivalent diploma / certification in Business Administration, Accounting, Finance, or related field
- Have at least 2 years experience as a business analyst, project manager, product manager, or in a similar role
- Have sharp analytical and problem-solving capabilities plus great attention to detail
- Experience with market research and competitive analysis
- Strong attention to detail and the ability to work on multiple projects at a time
- Knowledge of product development methodologies and processes
• *Attributes & Expectations**
- Strong interpersonal communication skills for effective interactions with internal departments and external stakeholders
- Exemplifies excellent verbal and written communication skills
- Demonstrates an outgoing, positive, group-win approach and a willingness to learn and share
- Successfully manages multiple competing priorities in a fast-paced environment
• *What you'll love about us**
- A professional yet casual work environment that encourages the growth and development of your skills
- Participate in professional development activities
- Gain access to the Amii community and events
- A chance to learn from amazing teammates who support one another to succeed
- Competitive compensation, including paid time off and flexible health benefits
- A modern office located in downtown Edmonton, Alberta
• *About Amii**

One of Canada’s three main institutes for artificial intelligence (AI) and machine learning, our world-renowned researchers drive fundamental and applied research at the University of Alberta (and other academic institutions), training some of the world’s top scientific talent. Our cross-functional teams work collaboratively with Alberta-based businesses and organizations to build AI capacity and translate scientific advancement into industry adoption and economic impact.
• *How to Apply","","","","","","","","","","","","","","","Alberta","Machine Learning"
"go-Enhv73dw5hORyHAmAAAAAA==","google","https://ca.trabajo.org/job-3051-4729a8e918c9e250e6207ac4b4e68e00?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","","Advanced AI Researcher","Instacart","Calgary, AB","2025-02-11","","","","","","",False,"","","","","We're transforming the grocery industry by leveraging cutting-edge AI technologies, including large language models (LLMs), to revolutionize how customers find products. At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together.

Our team is at the forefront of applying transformer architectures, multimodal AI, and generative models to enhance the relevance across all shopping surfaces. We're constantly innovating with advanced neural retrieval methods, LLM-powered ranking algorithms, and AI-driven personalization systems that deliver highly contextual and intuitive results to users throughout the Instacart ecosystem.

About the Role:
• Design, develop, and deploy sophisticated AI and machine learning solutions, including LLMs and neural networks, to solve complex challenges in our dynamic marketplace environment.
• Architect and implement state-of-the-art deep learning systems that leverage transformer models, multimodal AI, and generative techniques to create intelligent, adaptive solutions.","","","","","","","","","","","","","","","Alberta","Machine Learning"
"zr-njEaXCrqRoHH6wgBHvCQqw","zip_recruiter","https://www.ziprecruiter.com/jobs//j?lvk=njEaXCrqRoHH6wgBHvCQqw","","Production Line Operator","Liberty Tire Recycling","Legal, AB, Canada","2025-04-07","fulltime","","","","","","","","","organic","","Salary: $19\\.85 \\- $21\\.75
   


 The Line Operator, under the direction of the Supervisor, will be responsible for the safe and efficient operation of the mulch line as required, producing a clean, quality product; maintaining machines and cleanliness of plant; ensuring safety, including regulatory, awareness of all equipment and operations.
 



  





**Looking for Candidates:** 



* Hiring for 12\\-hour shifts. Dayshift, Afternoon Shift and Nightshift.
* 4 on 4 off schedule
* Applicants will receive an additional premium on top of their hourly rate when working the following shifts.



  





**Wages:** 



* Starting Wage is $19\\.85 per hour to Start.
* After 3 months $20\\.60 per hour.
* After 6 months $21\\.75 per hour



  





**Responsibilities:** 



* Rubber Product bagging station operation
* Packages material under given parameters
* Tags all products accurately and properly and places in the designated areas
* Ensures all equipment is kept clean in the work area
* Reports any problems to supervisor immediately
* Communicate with manager/employees before the shift to determine any issues
* Performs all functions according to proper company safety practices and regulations
* Maintains good communication with fellow workers, supervisors and managers
* Performs other duties as required



  





**Requirements:** 



* Previous labor experience is preferred
* Class 5 Drivers License and must have own means of transportation
* Forklift \\& Loader certification, experience or equivalent is an asset
* Mechanically inclined is an asset
* Hand tools and powered hand tool knowledge is an asset
* Ability to understand and follow directions accurately
* Knowledge of proper safety procedures in and around equipment and machines
* Good communication skills oral and written
* Good hand eye coordination
* Ability to learn new tasks quickly and apply them accurately
* Ability to work well as part of a team
* Ability to work in inclement weather



  





**What Liberty offers the right candidate:** 



* An amazing team that will quickly become part of your family
* A rewarding career
* Long term and stable employment
* Comprehensive Benefits
* 5 paid sick days per year
* Bonus Birthday paid day off
* Boot Allowance voucher
* On\\-the\\-Job Training, and opportunity for continued learning
* Safety Training, Programs and Committee
* Referral Bonus Earn up to $1,000 for referring someone
* Competitive pay that matches your experience and qualifications



  





**About Us:** 




 At Liberty Tire Recycling, we're building a sustainable future \\- one tire at a time. As North America's leading tire recycler, we offer a unique opportunity to make a real impact on the environment. Join our team of nearly 4,000 dedicated employees across 70\\+ sites and help us transform billions of pounds of waste tires into valuable resources. We're committed to innovation, a circular economy, and providing a rewarding workplace where you can grow and thrive.","","","","","","","","","","","","","","","Alberta","Machine Learning"
